Record_id,Date,Commodity,Grade,Region,Source_Type,Trader_Name,Deal_Type,Price,PrevDatePrice,RunningAvg,DeviationPct,Flag,Quantity_Tons,Currency,Remarks
REC1913,28-03-2024,PVC,Bottle,East,Trader,Trader_15,Spot,84.81,126.88,106.91,-0.21,ANOMALY,531,INR,Import pressure
REC2278,28-03-2024,LDPE,Textile,Central,Distributor,Trader_28,Contract,145.7,136.98,128.40,0.13,REVIEW,314,INR,Stable market
REC2643,28-03-2024,PVC,Injection,North,Manufacturer,Trader_76,Spot,83.78,94.56,100.74,-0.17,REVIEW,449,INR,Low supply
REC0089,29-03-2024,PVC,Injection,Central,Manufacturer,Trader_24,Contract,131.98,110.84,107.35,0.23,ANOMALY,863,INR,Stable market
REC0454,29-03-2024,PET,Blow Moulding,South,Manufacturer,Trader_49,Spot,102.92,144.38,106.56,-0.03,OK,407,INR,Import pressure
REC0819,29-03-2024,PET,Bottle,East,Trader,Trader_29,Spot,104.49,122.85,111.73,-0.06,OK,562,INR,Price correction
REC1184,29-03-2024,HDPE,Textile,West,Manufacturer,Trader_59,Contract,98.9,125.04,111.97,-0.12,REVIEW,968,INR,Low supply
REC1549,29-03-2024,PET,Film,Central,Distributor,Trader_57,Contract,83.6,138.73,107.62,-0.22,ANOMALY,978,INR,Import pressure
REC1914,29-03-2024,PP,Film,East,Trader,Trader_5,Contract,137.68,135.88,123.16,0.12,REVIEW,764,INR,Import pressure
REC2279,29-03-2024,PP,Injection,North,Trader,Trader_69,Spot,123.51,112.51,117.72,0.05,OK,577,INR,Price correction
REC2644,29-03-2024,HDPE,Blow Moulding,South,Manufacturer,Trader_64,Contract,110.57,143.5,131.28,-0.16,REVIEW,143,INR,Import pressure
REC0090,30-03-2024,PP,Injection,West,Trader,Trader_58,Contract,86.55,85.28,107.58,-0.20,REVIEW,982,INR,Import pressure
REC0455,30-03-2024,PVC,Textile,West,Distributor,Trader_63,Spot,107.55,76.4,120.33,-0.11,REVIEW,428,INR,Low supply
REC0820,30-03-2024,PVC,Film,South,Trader,Trader_13,Spot,139.76,80.73,109.16,0.28,ANOMALY,695,INR,Stable market
REC1185,30-03-2024,PET,Injection,West,Trader,Trader_6,Spot,140.26,136.3,123.33,0.14,REVIEW,504,INR,Low supply
REC1550,30-03-2024,PET,Textile,Central,Trader,Trader_65,Contract,111.1,125.45,114.67,-0.03,OK,957,INR,Low supply
REC1915,30-03-2024,PP,Injection,North,Trader,Trader_45,Contract,155.05,123.51,121.87,0.27,ANOMALY,176,INR,Price correction
REC2280,30-03-2024,LDPE,Textile,West,Distributor,Trader_22,Spot,92.77,103.09,118.41,-0.22,ANOMALY,881,INR,High demand
REC2645,30-03-2024,PVC,Injection,West,Manufacturer,Trader_41,Contract,149.32,143.13,113.79,0.31,ANOMALY,871,INR,Stable market
REC0091,31-03-2024,PP,Bottle,North,Distributor,Trader_67,Spot,140.55,129.84,113.12,0.24,ANOMALY,356,INR,Stable market
REC0456,31-03-2024,HDPE,Bottle,East,Trader,Trader_40,Spot,145.87,115.7,117.90,0.24,ANOMALY,774,INR,Stable market
REC0821,31-03-2024,LDPE,Bottle,East,Distributor,Trader_1,Contract,116.87,153.53,130.91,-0.11,REVIEW,783,INR,Import pressure
REC1186,31-03-2024,PP,Injection,West,Trader,Trader_36,Contract,137.02,86.55,110.85,0.24,ANOMALY,119,INR,Low supply
REC1551,31-03-2024,PET,Injection,East,Distributor,Trader_4,Contract,139.55,109.77,116.90,0.19,REVIEW,599,INR,Import pressure
REC1916,31-03-2024,PET,Textile,Central,Manufacturer,Trader_19,Contract,133.1,111.1,116.51,0.14,REVIEW,734,INR,Price correction
REC2281,31-03-2024,PET,Film,East,Trader,Trader_43,Contract,104.97,150.79,107.76,-0.03,OK,20,INR,High demand
REC2646,31-03-2024,PVC,Blow Moulding,East,Distributor,Trader_58,Contract,118.81,146.85,126.56,-0.06,OK,735,INR,High demand
REC0092,01-04-2024,LDPE,Blow Moulding,North,Distributor,Trader_13,Contract,124.92,159.84,131.32,-0.05,OK,574,INR,Stable market
REC0457,01-04-2024,PET,Textile,West,Trader,Trader_38,Contract,138.69,115.54,114.85,0.21,ANOMALY,983,INR,Import pressure
REC0822,01-04-2024,PVC,Film,East,Distributor,Trader_4,Contract,116.97,71.97,108.53,0.08,OK,272,INR,Import pressure
REC1187,01-04-2024,LDPE,Bottle,Central,Manufacturer,Trader_50,Contract,151.51,90.79,112.74,0.34,ANOMALY,811,INR,Price correction
REC1552,01-04-2024,PP,Film,West,Distributor,Trader_75,Spot,111.12,120.93,121.43,-0.08,OK,423,INR,Low supply
REC1917,01-04-2024,PET,Film,East,Trader,Trader_37,Spot,148.74,104.97,112.88,0.32,ANOMALY,653,INR,Price correction
REC2282,01-04-2024,PP,Film,North,Distributor,Trader_47,Contract,132.14,159.2,126.14,0.05,OK,745,INR,Import pressure
REC2647,01-04-2024,LDPE,Blow Moulding,South,Distributor,Trader_44,Spot,129.75,97.63,106.33,0.22,ANOMALY,200,INR,Price correction
REC0093,02-04-2024,PP,Bottle,South,Trader,Trader_15,Contract,120.82,108.66,110.24,0.10,OK,693,INR,Stable market
REC0458,02-04-2024,PP,Textile,Central,Manufacturer,Trader_18,Spot,92.37,84.9,85.49,0.08,OK,69,INR,Price correction
REC0823,02-04-2024,HDPE,Textile,Central,Distributor,Trader_41,Contract,70.07,137.46,113.71,-0.38,ANOMALY,401,INR,Low supply
REC1188,02-04-2024,PP,Blow Moulding,South,Trader,Trader_3,Spot,66.41,151.6,109.01,-0.39,ANOMALY,5,INR,Price correction
REC1553,02-04-2024,PVC,Bottle,North,Distributor,Trader_8,Spot,96.87,115.45,120.42,-0.20,REVIEW,476,INR,Low supply
REC1918,02-04-2024,PP,Bottle,West,Distributor,Trader_6,Spot,125.68,82.72,112.37,0.12,REVIEW,325,INR,Price correction
REC2283,02-04-2024,PP,Textile,North,Distributor,Trader_17,Spot,157.46,74.81,110.73,0.42,ANOMALY,199,INR,Price correction
REC2648,02-04-2024,PVC,Injection,East,Manufacturer,Trader_25,Contract,97.21,99.41,100.18,-0.03,OK,78,INR,Stable market
REC0094,03-04-2024,PP,Bottle,East,Manufacturer,Trader_14,Contract,98.59,91.85,86.26,0.14,REVIEW,804,INR,Import pressure
REC0459,03-04-2024,HDPE,Blow Moulding,North,Trader,Trader_64,Spot,95.78,66.46,110.39,-0.13,REVIEW,194,INR,Low supply
REC0824,03-04-2024,PP,Injection,West,Manufacturer,Trader_44,Contract,102.87,137.02,110.05,-0.07,OK,324,INR,Stable market
REC1189,03-04-2024,HDPE,Blow Moulding,South,Trader,Trader_66,Contract,141.86,110.57,133.40,0.06,OK,557,INR,High demand
REC1554,03-04-2024,PP,Bottle,North,Manufacturer,Trader_24,Contract,72.82,140.55,107.36,-0.32,ANOMALY,238,INR,Low supply
REC1919,03-04-2024,PET,Film,South,Distributor,Trader_49,Contract,101.83,107.95,113.50,-0.10,REVIEW,743,INR,High demand
REC2284,03-04-2024,LDPE,Film,South,Trader,Trader_63,Contract,149.85,117.98,106.27,0.41,ANOMALY,767,INR,Stable market
REC2649,03-04-2024,PET,Film,West,Trader,Trader_62,Contract,119.28,74.6,111.60,0.07,OK,619,INR,Stable market
REC0095,04-04-2024,LDPE,Film,South,Distributor,Trader_54,Spot,110.83,149.85,106.84,0.04,OK,249,INR,Low supply
REC0460,04-04-2024,PP,Textile,West,Distributor,Trader_35,Spot,129.49,81.82,103.43,0.25,ANOMALY,607,INR,Stable market
REC0825,04-04-2024,LDPE,Injection,Central,Trader,Trader_25,Contract,90.72,92.07,97.80,-0.07,OK,524,INR,High demand
REC1190,04-04-2024,PVC,Bottle,North,Manufacturer,Trader_78,Spot,154.15,96.87,126.04,0.22,ANOMALY,689,INR,Stable market
REC1555,04-04-2024,LDPE,Textile,East,Manufacturer,Trader_29,Contract,117.28,92.9,115.18,0.02,OK,576,INR,Low supply
REC1920,04-04-2024,PVC,Blow Moulding,West,Distributor,Trader_33,Spot,105.45,128.12,120.59,-0.13,REVIEW,48,INR,Import pressure
REC2285,04-04-2024,PET,Blow Moulding,South,Trader,Trader_33,Contract,97.53,102.92,105.81,-0.08,OK,447,INR,Price correction
REC2650,04-04-2024,PET,Injection,Central,Distributor,Trader_53,Spot,107.5,136.61,116.91,-0.08,OK,229,INR,Import pressure
REC0096,05-04-2024,PP,Film,East,Trader,Trader_59,Contract,121.75,137.68,122.96,-0.01,OK,564,INR,Stable market
REC0461,05-04-2024,LDPE,Blow Moulding,East,Distributor,Trader_79,Contract,118.5,149.02,129.56,-0.09,OK,954,INR,Price correction
REC0826,05-04-2024,PET,Bottle,North,Manufacturer,Trader_64,Spot,159.94,107.22,125.66,0.27,ANOMALY,453,INR,Stable market
REC1191,05-04-2024,PET,Bottle,South,Trader,Trader_8,Spot,139.98,113.36,113.11,0.24,ANOMALY,604,INR,High demand
REC1556,05-04-2024,PET,Injection,East,Trader,Trader_33,Spot,90.77,139.55,114.28,-0.21,ANOMALY,458,INR,High demand
REC1921,05-04-2024,LDPE,Film,North,Distributor,Trader_26,Contract,72.16,96.19,109.03,-0.34,ANOMALY,536,INR,High demand
REC2286,05-04-2024,PVC,Blow Moulding,South,Trader,Trader_5,Contract,159.83,76.57,111.02,0.44,ANOMALY,307,INR,Import pressure
REC2651,05-04-2024,LDPE,Bottle,North,Trader,Trader_74,Spot,127.62,75.9,116.62,0.09,OK,639,INR,High demand
REC0097,06-04-2024,PET,Film,West,Trader,Trader_31,Spot,109.88,119.28,111.44,-0.01,OK,305,INR,High demand
REC0462,06-04-2024,HDPE,Injection,West,Distributor,Trader_60,Spot,80.41,134.74,124.56,-0.35,ANOMALY,177,INR,Low supply
REC0827,06-04-2024,HDPE,Injection,Central,Manufacturer,Trader_74,Contract,94.29,118.53,120.16,-0.22,ANOMALY,781,INR,Low supply
REC1192,06-04-2024,LDPE,Textile,South,Manufacturer,Trader_44,Contract,77.37,132.44,105.00,-0.26,ANOMALY,486,INR,Price correction
REC1557,06-04-2024,PP,Injection,West,Manufacturer,Trader_21,Spot,123.42,102.87,111.27,0.11,REVIEW,704,INR,High demand
REC1922,06-04-2024,PVC,Injection,North,Manufacturer,Trader_5,Contract,67.99,83.78,96.65,-0.30,ANOMALY,635,INR,Low supply
REC2287,06-04-2024,PET,Film,East,Distributor,Trader_52,Contract,65.33,148.74,107.60,-0.39,ANOMALY,52,INR,High demand
REC2652,06-04-2024,HDPE,Bottle,East,Manufacturer,Trader_68,Contract,69.8,145.87,113.53,-0.39,ANOMALY,106,INR,Import pressure
REC0098,07-04-2024,HDPE,Blow Moulding,North,Distributor,Trader_57,Spot,131.34,95.78,112.48,0.17,REVIEW,442,INR,Price correction
REC0463,07-04-2024,PET,Bottle,South,Distributor,Trader_79,Contract,94.44,139.98,111.87,-0.16,REVIEW,763,INR,High demand
REC0828,07-04-2024,PVC,Textile,South,Manufacturer,Trader_59,Contract,149.03,158.41,149.14,0.00,OK,480,INR,Stable market
REC1193,07-04-2024,PET,Bottle,Central,Trader,Trader_68,Contract,72.72,108.29,110.55,-0.34,ANOMALY,614,INR,Import pressure
REC1558,07-04-2024,PP,Bottle,Central,Distributor,Trader_76,Contract,157.83,71.7,107.90,0.46,ANOMALY,574,INR,Stable market
REC1923,07-04-2024,PP,Textile,West,Distributor,Trader_54,Contract,131.07,129.49,108.96,0.20,ANOMALY,458,INR,Stable market
REC2288,07-04-2024,HDPE,Film,West,Manufacturer,Trader_80,Spot,67.62,143.75,101.45,-0.33,ANOMALY,751,INR,Import pressure
REC2653,07-04-2024,HDPE,Film,South,Manufacturer,Trader_77,Spot,111.86,73.82,100.48,0.11,REVIEW,268,INR,Stable market
REC0099,08-04-2024,HDPE,Blow Moulding,East,Trader,Trader_14,Contract,106.2,92.35,113.29,-0.06,OK,872,INR,Low supply
REC0464,08-04-2024,HDPE,Textile,Central,Manufacturer,Trader_39,Contract,150.5,70.07,118.97,0.27,ANOMALY,772,INR,Price correction
REC0829,08-04-2024,HDPE,Bottle,West,Trader,Trader_3,Contract,129.24,147.73,117.84,0.10,OK,902,INR,High demand
REC1194,08-04-2024,HDPE,Film,West,Manufacturer,Trader_69,Spot,66.98,67.62,98.80,-0.32,ANOMALY,604,INR,High demand
REC1559,08-04-2024,LDPE,Blow Moulding,South,Manufacturer,Trader_80,Contract,75.57,129.75,103.53,-0.27,ANOMALY,775,INR,Price correction
REC1924,08-04-2024,PP,Textile,Central,Manufacturer,Trader_79,Spot,106.65,92.37,90.78,0.17,REVIEW,750,INR,High demand
REC2289,08-04-2024,PVC,Blow Moulding,West,Manufacturer,Trader_80,Spot,143.26,105.45,126.26,0.13,REVIEW,125,INR,Low supply
REC2654,08-04-2024,PVC,Blow Moulding,East,Trader,Trader_51,Contract,93.12,118.81,119.87,-0.22,ANOMALY,949,INR,Price correction
REC0100,09-04-2024,LDPE,Bottle,West,Manufacturer,Trader_53,Contract,84.22,103.75,99.36,-0.15,REVIEW,104,INR,Low supply
REC0465,09-04-2024,HDPE,Blow Moulding,Central,Trader,Trader_65,Contract,130.38,138.83,114.73,0.14,REVIEW,632,INR,High demand
REC0830,09-04-2024,LDPE,Film,South,Distributor,Trader_71,Contract,97.39,110.83,105.79,-0.08,OK,594,INR,Low supply
REC1195,09-04-2024,PET,Blow Moulding,West,Trader,Trader_72,Spot,124.73,148.67,117.20,0.06,OK,767,INR,Price correction
REC1560,09-04-2024,HDPE,Textile,Central,Distributor,Trader_20,Contract,85.15,150.5,114.74,-0.26,ANOMALY,166,INR,Low supply
REC1925,09-04-2024,PVC,Injection,North,Distributor,Trader_43,Contract,117.46,67.99,98.96,0.19,REVIEW,974,INR,Price correction
REC2290,09-04-2024,PP,Film,West,Trader,Trader_58,Spot,83.95,111.12,116.07,-0.28,ANOMALY,503,INR,High demand
REC2655,09-04-2024,PVC,Film,Central,Distributor,Trader_68,Spot,95.99,85.51,105.44,-0.09,OK,924,INR,Low supply
REC0101,10-04-2024,PVC,Film,North,Trader,Trader_7,Contract,85.32,115.59,101.60,-0.16,REVIEW,729,INR,Import pressure
REC0466,10-04-2024,HDPE,Film,Central,Trader,Trader_65,Spot,158.67,130.34,115.59,0.37,ANOMALY,565,INR,Stable market
REC0831,10-04-2024,PVC,Injection,North,Trader,Trader_18,Contract,116.64,117.46,100.73,0.16,REVIEW,913,INR,Import pressure
REC1196,10-04-2024,LDPE,Bottle,Central,Trader,Trader_34,Contract,124.82,151.51,115.76,0.08,OK,514,INR,Price correction
REC1561,10-04-2024,PVC,Textile,North,Manufacturer,Trader_12,Contract,109.94,113.47,102.21,0.08,OK,305,INR,Import pressure
REC1926,10-04-2024,PET,Blow Moulding,North,Manufacturer,Trader_8,Contract,117.98,128.71,121.94,-0.03,OK,884,INR,Price correction
REC2291,10-04-2024,PVC,Film,East,Manufacturer,Trader_34,Spot,70.77,116.97,103.81,-0.32,ANOMALY,836,INR,Import pressure
REC2656,10-04-2024,PVC,Bottle,North,Trader,Trader_31,Contract,156.29,154.15,130.36,0.20,REVIEW,165,INR,Import pressure
REC0102,11-04-2024,LDPE,Blow Moulding,East,Manufacturer,Trader_52,Spot,65.55,118.5,122.45,-0.46,ANOMALY,818,INR,Low supply
REC0467,11-04-2024,HDPE,Textile,Central,Distributor,Trader_63,Spot,137.87,85.15,117.31,0.18,REVIEW,231,INR,Import pressure
REC0832,11-04-2024,PP,Blow Moulding,West,Trader,Trader_46,Spot,144.85,94.45,122.46,0.18,REVIEW,244,INR,Stable market
REC1197,11-04-2024,HDPE,Film,South,Manufacturer,Trader_6,Spot,158.76,111.86,108.81,0.46,ANOMALY,339,INR,Import pressure
REC1562,11-04-2024,HDPE,Bottle,East,Manufacturer,Trader_29,Contract,157.02,69.8,117.15,0.34,ANOMALY,310,INR,High demand
REC1927,11-04-2024,PET,Injection,West,Manufacturer,Trader_18,Contract,91.35,140.26,119.33,-0.23,ANOMALY,895,INR,Low supply
REC2292,11-04-2024,PP,Textile,East,Manufacturer,Trader_23,Spot,87.53,81.14,112.31,-0.22,ANOMALY,566,INR,Stable market
REC2657,11-04-2024,HDPE,Film,East,Trader,Trader_10,Spot,82.36,90.04,88.04,-0.06,OK,237,INR,Stable market
REC0103,12-04-2024,PVC,Injection,South,Manufacturer,Trader_53,Spot,93.59,117.99,120.67,-0.22,ANOMALY,484,INR,Import pressure
REC0468,12-04-2024,PP,Injection,Central,Manufacturer,Trader_67,Contract,154.49,115.24,113.79,0.36,ANOMALY,585,INR,Stable market
REC0833,12-04-2024,HDPE,Injection,East,Manufacturer,Trader_61,Contract,148.92,86.05,100.82,0.48,ANOMALY,262,INR,Import pressure
REC1198,12-04-2024,PET,Film,Central,Trader,Trader_75,Spot,102.81,83.6,107.02,-0.04,OK,469,INR,Import pressure
REC1563,12-04-2024,PET,Bottle,West,Manufacturer,Trader_53,Contract,138.32,98.42,113.66,0.22,ANOMALY,6,INR,Price correction
REC1928,12-04-2024,PP,Film,North,Manufacturer,Trader_23,Contract,110.21,132.14,123.86,-0.11,REVIEW,933,INR,Import pressure
REC2293,12-04-2024,PP,Injection,South,Trader,Trader_10,Contract,105.48,85.57,118.71,-0.11,REVIEW,473,INR,Stable market
REC2658,12-04-2024,PP,Injection,Central,Manufacturer,Trader_19,Spot,94.57,115.24,111.66,-0.15,REVIEW,495,INR,Low supply
REC0104,13-04-2024,HDPE,Bottle,South,Distributor,Trader_64,Spot,136.15,70.99,114.07,0.19,REVIEW,419,INR,Import pressure
REC0469,13-04-2024,LDPE,Injection,Central,Distributor,Trader_38,Spot,85.54,90.72,96.05,-0.11,REVIEW,938,INR,Price correction
REC0834,13-04-2024,LDPE,Film,Central,Manufacturer,Trader_24,Contract,80.24,149.48,95.72,-0.16,REVIEW,712,INR,Import pressure
REC1199,13-04-2024,PVC,Film,North,Manufacturer,Trader_58,Spot,96.53,85.32,100.97,-0.04,OK,145,INR,Import pressure
REC1564,13-04-2024,PP,Blow Moulding,Central,Distributor,Trader_28,Spot,150.33,116.4,107.89,0.39,ANOMALY,275,INR,Stable market
REC1929,13-04-2024,HDPE,Injection,Central,Distributor,Trader_42,Contract,109.72,94.29,118.67,-0.08,OK,852,INR,Stable market
REC2294,13-04-2024,PVC,Blow Moulding,North,Distributor,Trader_53,Spot,134.4,72.15,100.58,0.34,ANOMALY,45,INR,Stable market
REC2659,13-04-2024,PET,Film,South,Distributor,Trader_79,Spot,113.44,101.83,113.50,0.00,OK,791,INR,Low supply
REC0105,14-04-2024,LDPE,Textile,South,Trader,Trader_7,Contract,140.45,77.37,107.73,0.30,ANOMALY,169,INR,High demand
REC0470,14-04-2024,PVC,Film,North,Distributor,Trader_60,Spot,138.29,96.53,105.11,0.32,ANOMALY,392,INR,High demand
REC0835,14-04-2024,PET,Bottle,South,Manufacturer,Trader_71,Contract,97.26,94.44,110.96,-0.12,REVIEW,976,INR,Price correction
REC1200,14-04-2024,HDPE,Film,West,Manufacturer,Trader_37,Contract,124.32,66.98,100.62,0.24,ANOMALY,587,INR,Stable market
REC1565,14-04-2024,LDPE,Blow Moulding,West,Manufacturer,Trader_77,Contract,96.7,120.24,102.66,-0.06,OK,425,INR,Price correction
REC1930,14-04-2024,PET,Injection,Central,Manufacturer,Trader_27,Spot,101.9,107.5,114.76,-0.11,REVIEW,872,INR,High demand
REC2295,14-04-2024,PP,Textile,Central,Trader,Trader_61,Spot,124.31,106.65,97.49,0.28,ANOMALY,460,INR,Low supply
REC2660,14-04-2024,PP,Blow Moulding,West,Trader,Trader_29,Spot,146.99,144.85,125.97,0.17,REVIEW,774,INR,Stable market
REC0106,15-04-2024,PET,Bottle,West,Manufacturer,Trader_38,Spot,84.23,138.32,110.39,-0.24,ANOMALY,916,INR,Stable market
REC0471,15-04-2024,HDPE,Blow Moulding,East,Manufacturer,Trader_71,Contract,66.92,106.2,108.14,-0.38,ANOMALY,405,INR,High demand
REC0836,15-04-2024,PVC,Film,North,Distributor,Trader_35,Contract,96.85,138.29,104.29,-0.07,OK,948,INR,High demand
REC1201,15-04-2024,HDPE,Textile,East,Trader,Trader_50,Spot,143.43,109.7,120.52,0.19,REVIEW,141,INR,Price correction
REC1566,15-04-2024,LDPE,Injection,Central,Distributor,Trader_4,Contract,159.24,85.54,103.95,0.53,ANOMALY,147,INR,Low supply
REC1931,15-04-2024,PVC,Blow Moulding,Central,Trader,Trader_27,Contract,142.96,157.27,113.11,0.26,ANOMALY,778,INR,Import pressure
REC2296,15-04-2024,PP,Injection,Central,Manufacturer,Trader_21,Contract,87.57,94.57,109.25,-0.20,REVIEW,538,INR,Price correction
REC2661,15-04-2024,PP,Injection,South,Distributor,Trader_79,Contract,104.58,105.48,117.53,-0.11,REVIEW,315,INR,High demand
REC0107,16-04-2024,PP,Textile,South,Manufacturer,Trader_73,Contract,156.11,117.18,139.65,0.12,REVIEW,946,INR,Low supply
REC0472,16-04-2024,PET,Textile,Central,Manufacturer,Trader_16,Contract,128.72,133.1,117.62,0.09,OK,642,INR,Low supply
REC0837,16-04-2024,HDPE,Blow Moulding,East,Distributor,Trader_60,Contract,68.99,66.92,104.23,-0.34,ANOMALY,846,INR,Stable market
REC1202,16-04-2024,PVC,Film,North,Distributor,Trader_22,Spot,153.99,96.85,108.81,0.42,ANOMALY,963,INR,Import pressure
REC1567,16-04-2024,PVC,Textile,North,Distributor,Trader_56,Spot,74.77,109.94,95.35,-0.22,ANOMALY,704,INR,Price correction
REC1932,16-04-2024,PET,Film,South,Trader,Trader_5,Spot,107.86,113.44,112.98,-0.05,OK,87,INR,Import pressure
REC2297,16-04-2024,HDPE,Film,North,Distributor,Trader_71,Contract,112.81,125.33,117.70,-0.04,OK,375,INR,Stable market
REC2662,16-04-2024,HDPE,Textile,North,Manufacturer,Trader_38,Spot,135.67,92.1,108.62,0.25,ANOMALY,655,INR,Stable market
REC0108,17-04-2024,PVC,Film,Central,Trader,Trader_73,Contract,112.73,95.99,106.17,0.06,OK,642,INR,Stable market
REC0473,17-04-2024,HDPE,Blow Moulding,East,Distributor,Trader_60,Spot,109.58,68.99,104.71,0.05,OK,953,INR,Stable market
REC0838,17-04-2024,HDPE,Textile,Central,Distributor,Trader_12,Contract,121.83,137.87,117.76,0.03,OK,647,INR,Import pressure
REC1203,17-04-2024,PP,Textile,North,Trader,Trader_66,Spot,141.3,157.46,114.12,0.24,ANOMALY,615,INR,Stable market
REC1568,17-04-2024,HDPE,Textile,South,Trader,Trader_76,Spot,70.03,137.31,101.42,-0.31,ANOMALY,868,INR,Low supply
REC1933,17-04-2024,PVC,Bottle,Central,Distributor,Trader_77,Contract,122.35,133.63,120.32,0.02,OK,547,INR,High demand
REC2298,17-04-2024,PET,Film,South,Manufacturer,Trader_18,Contract,152.99,107.86,116.32,0.32,ANOMALY,186,INR,Low supply
REC2663,17-04-2024,PP,Bottle,South,Distributor,Trader_69,Contract,146.36,120.82,114.75,0.28,ANOMALY,231,INR,Price correction
REC0109,18-04-2024,PP,Textile,North,Manufacturer,Trader_79,Contract,152.11,141.3,117.92,0.29,ANOMALY,306,INR,Stable market
REC0474,18-04-2024,PET,Injection,Central,Trader,Trader_53,Contract,97.94,101.9,112.66,-0.13,REVIEW,217,INR,Stable market
REC0839,18-04-2024,PP,Injection,East,Trader,Trader_58,Spot,146.21,74.65,100.22,0.46,ANOMALY,968,INR,Import pressure
REC1204,18-04-2024,LDPE,Textile,Central,Distributor,Trader_16,Contract,105.53,145.7,125.54,-0.16,REVIEW,667,INR,Low supply
REC1569,18-04-2024,PVC,Bottle,West,Manufacturer,Trader_62,Spot,146.28,129.43,128.85,0.14,REVIEW,857,INR,High demand
REC1934,18-04-2024,PP,Bottle,Central,Trader,Trader_21,Spot,150.07,157.83,118.45,0.27,ANOMALY,326,INR,High demand
REC2299,18-04-2024,PET,Textile,North,Distributor,Trader_35,Spot,142.43,151.93,138.00,0.03,OK,521,INR,Stable market
REC2664,18-04-2024,LDPE,Bottle,South,Manufacturer,Trader_40,Spot,94.45,69.55,104.76,-0.10,OK,277,INR,Low supply
REC0110,19-04-2024,PP,Film,West,Trader,Trader_62,Spot,132.14,83.95,118.08,0.12,REVIEW,978,INR,Stable market
REC0475,19-04-2024,PP,Blow Moulding,West,Distributor,Trader_42,Spot,146.93,146.99,128.59,0.14,REVIEW,57,INR,Price correction
REC0840,19-04-2024,PP,Bottle,Central,Manufacturer,Trader_43,Contract,101.25,150.07,115.01,-0.12,REVIEW,394,INR,High demand
REC1205,19-04-2024,PP,Film,South,Distributor,Trader_60,Contract,125.32,159.86,129.73,-0.03,OK,954,INR,Low supply
REC1570,19-04-2024,PP,Injection,West,Trader,Trader_39,Spot,153.09,123.42,114.75,0.33,ANOMALY,964,INR,High demand
REC1935,19-04-2024,PET,Textile,South,Trader,Trader_54,Contract,147.29,121.48,120.75,0.22,ANOMALY,790,INR,High demand
REC2300,19-04-2024,HDPE,Film,North,Manufacturer,Trader_51,Contract,95.7,112.81,115.50,-0.17,REVIEW,661,INR,Low supply
REC2665,19-04-2024,PVC,Film,South,Distributor,Trader_74,Spot,102.31,139.76,108.59,-0.06,OK,942,INR,Price correction
REC0111,20-04-2024,LDPE,Injection,South,Distributor,Trader_20,Spot,133.63,154.33,123.77,0.08,OK,125,INR,Import pressure
REC0476,20-04-2024,PET,Injection,Central,Trader,Trader_55,Contract,146.16,97.94,116.38,0.26,ANOMALY,628,INR,High demand
REC0841,20-04-2024,PET,Textile,West,Trader,Trader_34,Spot,135.3,138.69,116.90,0.16,REVIEW,347,INR,Import pressure
REC1206,20-04-2024,PET,Blow Moulding,West,Trader,Trader_5,Contract,146.35,124.73,120.43,0.22,ANOMALY,691,INR,Low supply
REC1571,20-04-2024,PVC,Textile,South,Trader,Trader_64,Contract,73.61,149.03,130.26,-0.43,ANOMALY,981,INR,Low supply
REC1936,20-04-2024,PVC,Injection,East,Trader,Trader_27,Contract,149.59,97.21,104.67,0.43,ANOMALY,238,INR,High demand
REC2301,20-04-2024,PVC,Bottle,Central,Trader,Trader_5,Contract,158.32,122.35,124.54,0.27,ANOMALY,873,INR,Stable market
REC2666,20-04-2024,LDPE,Injection,South,Trader,Trader_35,Contract,98.87,154.33,121.50,-0.19,REVIEW,321,INR,Import pressure
REC0112,21-04-2024,PP,Textile,North,Manufacturer,Trader_14,Spot,73.08,152.11,113.85,-0.36,ANOMALY,92,INR,Stable market
REC0477,21-04-2024,PVC,Blow Moulding,South,Trader,Trader_57,Spot,67.12,159.83,104.75,-0.36,ANOMALY,675,INR,Price correction
REC0842,21-04-2024,PET,Film,East,Distributor,Trader_49,Spot,124.63,65.33,109.30,0.14,REVIEW,777,INR,Import pressure
REC1207,21-04-2024,PVC,Film,East,Distributor,Trader_36,Spot,111.61,70.77,104.68,0.07,OK,171,INR,Price correction
REC1572,21-04-2024,LDPE,Injection,West,Distributor,Trader_40,Spot,75.78,103.78,89.78,-0.16,REVIEW,998,INR,Import pressure
REC1937,21-04-2024,PP,Textile,North,Distributor,Trader_43,Spot,90.65,152.11,111.91,-0.19,REVIEW,544,INR,Price correction
REC2302,21-04-2024,LDPE,Textile,South,Manufacturer,Trader_50,Contract,132.32,140.45,109.48,0.21,ANOMALY,594,INR,Price correction
REC2667,21-04-2024,PET,Textile,North,Manufacturer,Trader_7,Spot,144.12,142.43,138.68,0.04,OK,903,INR,Low supply
REC0113,22-04-2024,PET,Bottle,East,Manufacturer,Trader_13,Contract,85.9,104.49,107.43,-0.20,ANOMALY,221,INR,Low supply
REC0478,22-04-2024,LDPE,Film,North,Manufacturer,Trader_20,Spot,122.9,72.16,110.19,0.12,REVIEW,756,INR,Price correction
REC0843,22-04-2024,LDPE,Bottle,East,Manufacturer,Trader_40,Contract,100.69,116.87,126.59,-0.20,ANOMALY,758,INR,Import pressure
